Nom de l'instrument : SAM_839E
Fichier_calib_utilise: /Users/mdlemineahmedou/Documents/Stage/pipeline_LOG/data/calibration/ALL_2023/Cal_SAM_839E.dat
Date : 2017-07-05
Heure : 18:04:26
InclX : -5
InclY : 14.96
Pressure : +INF
Comment : 
Mission : VITEL

l_onde		data
310			nan
311			nan
312			nan
313			nan
314			nan
315			nan
316			nan
317			0.18285286409588797
318			0.055307682422222865
319			0.02076245959333249
320			0.05072870639827637
321			0.11671793362611399
322			0.19024165206590496
323			0.24281137250670884
324			0.2474112348570951
325			0.2074142975807109
326			0.15476564241753957
327			0.12246149144085686
328			0.1305247021671633
329			0.16965767054405018
330			0.2265367382125708
331			0.2871400976584456
332			0.33326066769397733
333			0.3451388082499343
334			0.30464958583774515
335			0.22551987485263153
336			0.15040253279761384
337			0.12286300658779778
338			0.1595907466460036
339			0.21842069728572053
340			0.24939354858193838
341			0.21362887183815182
342			0.1367907203464911
343			0.0678537549558325
344			0.05351580085019494
345			0.09696895115805698
346			0.162641474083229
347			0.21369509437995352
348			0.22966556356304632
349			0.22541307545712183
350			0.220395644551987
351			0.23065431755688606
352			0.2525336259454857
353			0.27533544332518517
354			0.28877241142170795
355			0.2904117207415501
356			0.2847901669423129
357			0.27668873209264816
358			0.2713177487097876
359			0.27481447963346917
360			0.2934369384621226
361			0.3302780710846988
362			0.37006983440126806
363			0.3909395456857566
364			0.3724927148420182
365			0.3226336255547552
366			0.2746305950222206
367			0.2625537151447954
368			0.3016438508644269
369			0.3658516556320339
370			0.42365089896703345
371			0.44915825047749386
372			0.4499709898918815
373			0.44598700286427995
374			0.4563602388103526
375			0.485143611069467
376			0.5225337261041229
377			0.5582243635779433
378			0.5842646297814685
379			0.5980247763169523
380			0.597605397662813
381			0.5832982348219681
382			0.5688981881432267
383			0.5733394364555292
384			0.6142930022174673
385			0.6826184873581422
386			0.7436694390159233
387			0.7618656593430774
388			0.7232867675632588
389			0.6651146785143207
390			0.6318976062615211
391			0.6606336019814804
392			0.7392727106932496
393			0.8361711214764643
394			0.9206606239741459
395			0.9856124261130939
396			1.047392169619174
397			1.123360577706097
398			1.222285114740638
399			1.3314830602155676
400			1.434980018354936
401			1.51896442213918
402			1.5846495786810184
403			1.6396249395588933
404			1.6914894154249707
405			1.7474919564728626
406			1.8145109346187278
407			1.8993934339325949
408			2.001233256071184
409			2.098389899500746
410			2.1657936958464976
411			2.1836694299900974
412			2.172128424846076
413			2.1694599297219836
414			2.2129291252385346
415			2.3071540130863775
416			2.419688932794425
417			2.516096044508279
418			2.574775020550001
419			2.611352373288947
420			2.64816409637168
421			2.7045862087725334
422			2.775472148383995
423			2.843555895215191
