[Spectrum]
Version            = 1
IDData             = DLAB_2023-07-19_10-51-08_259_511
IDDevice           = SAM_8172
IDDataType         = SPECTRUM
IDDataTypeSub1     = CAL
IDDataTypeSub2     = Air
IDDataTypeSub3     = 
DateTime           = 2023-07-19 10:50:12
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = 
MethodName         = 
Mission            = No Mission
MissionSub         = 1
RecordType         = 0

[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2023-07-17_10-22-40_617_090
IDDataCal = 
IntegrationTime = 128
P31 = -1
P31e = 0
PathLength = +INF
RAWDynamic = 65535
Temperature = +NAN
Unit1 = $05 $00 Pixel 
Unit2 = $04 $09 1/Intensity (m^2 nm)/mW
Unit3 = $04 $09 1/Intensity (m^2 nm)/mW
Unit4 = $f1 $00 Status 
[END] of [Attributes]
[DATA]
 0 6 0 0
 1 +NAN 0 0
 2 +NAN 0 0
 3 +NAN 0 0
 4 0.041218908256782 0 0
 5 0.0525413253170591 0 0
 6 0.0597559496068145 0 0
 7 0.0681453719270083 0 0
 8 0.0783258174477891 0 0
 9 0.0860851195363726 0 0
 10 0.0961369465338043 0 0
 11 0.107494182392931 0 0
 12 0.12026765465335 0 0
 13 0.134914620713743 0 0
 14 0.151327779657026 0 0
 15 0.166770240743806 0 0
 16 0.182619236418724 0 0
 17 0.194434823816236 0 0
 18 0.201513668900369 0 0
 19 0.203737398363308 0 0
 20 0.202375471816914 0 0
 21 0.197004635291223 0 0
 22 0.191829554282497 0 0
 23 0.188431417377776 0 0
 24 0.185960756386987 0 0
 25 0.185893715650635 0 0
 26 0.187497029075874 0 0
 27 0.190180956420828 0 0
 28 0.194902092710874 0 0
 29 0.201567374586631 0 0
 30 0.208957555643187 0 0
 31 0.218783731762853 0 0
 32 0.230358338218028 0 0
 33 0.244758725541402 0 0
 34 0.260858885354814 0 0
 35 0.278562229546628 0 0
 36 0.29551875770557 0 0
 37 0.31181554981081 0 0
 38 0.326682282945416 0 0
 39 0.339888475903431 0 0
 40 0.34948150556563 0 0
 41 0.356333776739242 0 0
 42 0.357893288849164 0 0
 43 0.35613185549784 0 0
 44 0.351094904333653 0 0
 45 0.343673813079921 0 0
 46 0.335140642625792 0 0
 47 0.32593989899011 0 0
 48 0.316784856671202 0 0
 49 0.308636461034037 0 0
 50 0.301886165697582 0 0
 51 0.296975604191516 0 0
 52 0.29399072262517 0 0
 53 0.29212689291118 0 0
 54 0.289498966960672 0 0
 55 0.286448832629272 0 0
 56 0.283277498871501 0 0
 57 0.280505133616187 0 0
 58 0.279155752342012 0 0
 59 0.279227677118215 0 0
 60 0.281066412060798 0 0
 61 0.284056391618879 0 0
 62 0.288402000020155 0 0
 63 0.293938986093603 0 0
 64 0.300297447167156 0 0
 65 0.30772563180018 0 0
 66 0.315622275445709 0 0
 67 0.323685242774333 0 0
 68 0.332124864933136 0 0
 69 0.339788203273408 0 0
 70 0.34628395487709 0 0
 71 0.351162099067348 0 0
 72 0.353966460173017 0 0
 73 0.354995776909831 0 0
 74 0.354299643606778 0 0
 75 0.352104365318912 0 0
 76 0.34873277805692 0 0
 77 0.344367037213444 0 0
 78 0.339346325784066 0 0
 79 0.333859466752007 0 0
 80 0.327931889441559 0 0
 81 0.321208289378955 0 0
 82 0.314015696040688 0 0
 83 0.306339735791444 0 0
 84 0.298314785754423 0 0
 85 0.289881989577333 0 0
 86 0.281119874287326 0 0
 87 0.272131344827882 0 0
 88 0.263387202348821 0 0
 89 0.255743247256191 0 0
 90 0.249866043595963 0 0
 91 0.245313049966071 0 0
 92 0.241734431243064 0 0
 93 0.238960881609089 0 0
 94 0.237220935216645 0 0
 95 0.236250648652444 0 0
 96 0.235758723093694 0 0
 97 0.235095355131792 0 0
 98 0.23367865737303 0 0
 99 0.230898732408275 0 0
 100 0.22710902280898 0 0
 101 0.222371113204418 0 0
 102 0.217294614673694 0 0
 103 0.212547000596093 0 0
 104 0.208076767602722 0 0
 105 0.203944488191136 0 0
 106 0.200002166063917 0 0
 107 0.195710247895017 0 0
 108 0.191632708557127 0 0
 109 0.188345561714463 0 0
 110 0.185517927639888 0 0
 111 0.183011350394754 0 0
 112 0.180492877490025 0 0
 113 0.17811331913612 0 0
 114 0.175951574373825 0 0
 115 0.174208424820411 0 0
 116 0.172842742208886 0 0
 117 0.17188208544617 0 0
 118 0.170967218603242 0 0
 119 0.170022313162764 0 0
 120 0.168920959231223 0 0
 121 0.167463229902332 0 0
 122 0.16564180463058 0 0
 123 0.163697670326676 0 0
 124 0.16162850090792 0 0
 125 0.159783765961609 0 0
 126 0.158358628168267 0 0
 127 0.157260499441617 0 0
 128 0.156401732233406 0 0
 129 0.15580665061491 0 0
 130 0.155328082516023 0 0
 131 0.154744620857721 0 0
 132 0.15412000815218 0 0
 133 0.15308602462625 0 0
 134 0.151597760560108 0 0
 135 0.149865635113388 0 0
 136 0.147621762405487 0 0
 137 0.145231173987092 0 0
 138 0.142853673342569 0 0
 139 0.140430312373694 0 0
 140 0.138295975936247 0 0
 141 0.1361813989982 0 0
 142 0.134113159794971 0 0
 143 0.13206324421367 0 0
 144 0.129948837821127 0 0
 145 0.127445571457029 0 0
 146 0.124530812064764 0 0
 147 0.121340595841488 0 0
 148 0.117667155374598 0 0
 149 0.113741718535558 0 0
 150 0.109701126451529 0 0
