[Spectrum]
Version            = 1
IDData             = DLAB_2023-09-20_07-34-21_040_119
IDDevice           = SAM_8467
IDDataType         = SPECTRUM
IDDataTypeSub1     = CAL
IDDataTypeSub2     = Air
IDDataTypeSub3     = 
DateTime           = 2023-09-20 07:33:25
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = 
MethodName         = 
Mission            = No Mission
MissionSub         = 1
RecordType         = 0

[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2023-09-19_11-18-33_395_812
IDDataCal = 
IntegrationTime = 128
P31 = -1
P31e = 0
PathLength = +INF
RAWDynamic = 65535
Temperature = +NAN
Unit1 = $05 $00 Pixel 
Unit2 = $04 $09 1/Intensity (m^2 nm)/mW
Unit3 = $04 $09 1/Intensity (m^2 nm)/mW
Unit4 = $f1 $00 Status 
[END] of [Attributes]
[DATA]
 0 6 0 0
 1 +NAN 0 0
 2 +NAN 0 0
 3 +NAN 0 0
 4 +NAN 0 0
 5 0.0575075223544818 0 0
 6 0.0607453673594202 0 0
 7 0.065049389712596 0 0
 8 0.0713827298234703 0 0
 9 0.0757788507557136 0 0
 10 0.0823812358845447 0 0
 11 0.0897043385174683 0 0
 12 0.0977103192379778 0 0
 13 0.106831463208736 0 0
 14 0.11852100224146 0 0
 15 0.130515263205904 0 0
 16 0.142079744763671 0 0
 17 0.153289231488189 0 0
 18 0.162114715106956 0 0
 19 0.166631570755717 0 0
 20 0.168628508952039 0 0
 21 0.166730938732037 0 0
 22 0.162870692449683 0 0
 23 0.159673884148181 0 0
 24 0.156938183081335 0 0
 25 0.155114192171576 0 0
 26 0.155247559451526 0 0
 27 0.156218564512157 0 0
 28 0.158646532637843 0 0
 29 0.16274067640552 0 0
 30 0.167579248482878 0 0
 31 0.173700373524628 0 0
 32 0.18218654601647 0 0
 33 0.19271663328563 0 0
 34 0.205380655322817 0 0
 35 0.219351556281782 0 0
 36 0.233377863648457 0 0
 37 0.247755371664235 0 0
 38 0.261696925103406 0 0
 39 0.274842154294637 0 0
 40 0.286171493517643 0 0
 41 0.295284860600276 0 0
 42 0.29980575035855 0 0
 43 0.30086506661092 0 0
 44 0.298692440907385 0 0
 45 0.294076394424427 0 0
 46 0.287811711395566 0 0
 47 0.280998676969309 0 0
 48 0.273221802868969 0 0
 49 0.266289977869289 0 0
 50 0.260399445709634 0 0
 51 0.255860215627616 0 0
 52 0.252589818539671 0 0
 53 0.250078205410978 0 0
 54 0.24661934331281 0 0
 55 0.242986582965055 0 0
 56 0.239207949304073 0 0
 57 0.236268748867336 0 0
 58 0.234776641383906 0 0
 59 0.234623281045497 0 0
 60 0.235558079050234 0 0
 61 0.238002105135077 0 0
 62 0.241173802348001 0 0
 63 0.245767204715316 0 0
 64 0.251427229651865 0 0
 65 0.257868191444314 0 0
 66 0.264765457090603 0 0
 67 0.272102532854821 0 0
 68 0.27923671130834 0 0
 69 0.285577350081171 0 0
 70 0.291056759083341 0 0
 71 0.294985657272012 0 0
 72 0.297328191273549 0 0
 73 0.298594669683722 0 0
 74 0.298334384397829 0 0
 75 0.297510654464004 0 0
 76 0.295827892660198 0 0
 77 0.293242024324123 0 0
 78 0.290494464847061 0 0
 79 0.287067114034841 0 0
 80 0.283119867949919 0 0
 81 0.278371942599836 0 0
 82 0.273320573852294 0 0
 83 0.267801103382165 0 0
 84 0.262249722203378 0 0
 85 0.256408702051959 0 0
 86 0.250101346698114 0 0
 87 0.243327209449766 0 0
 88 0.236165569122518 0 0
 89 0.228790862260064 0 0
 90 0.222499608739344 0 0
 91 0.218077984110028 0 0
 92 0.21511753371156 0 0
 93 0.212956167678355 0 0
 94 0.211234839249404 0 0
 95 0.209849954021012 0 0
 96 0.20875076652924 0 0
 97 0.20706179188347 0 0
 98 0.204394116285186 0 0
 99 0.200571187479649 0 0
 100 0.195713614310217 0 0
 101 0.190495286614131 0 0
 102 0.18555076256552 0 0
 103 0.181143204732755 0 0
 104 0.177641824851798 0 0
 105 0.175000306711064 0 0
 106 0.172961328014313 0 0
 107 0.171523189873723 0 0
 108 0.16995308823257 0 0
 109 0.167163801524886 0 0
 110 0.163604240467224 0 0
 111 0.160397612339859 0 0
 112 0.157816127563133 0 0
 113 0.155772368405477 0 0
 114 0.154202126431867 0 0
 115 0.152797852667268 0 0
 116 0.151615145426415 0 0
 117 0.150357129162547 0 0
 118 0.148989342451533 0 0
 119 0.147647680694754 0 0
 120 0.146258475577089 0 0
 121 0.144974607990655 0 0
 122 0.143844907459818 0 0
 123 0.143045518671963 0 0
 124 0.142321980192847 0 0
 125 0.14192333384684 0 0
 126 0.141734812378622 0 0
 127 0.141685693833625 0 0
 128 0.14162289167348 0 0
 129 0.141282904394354 0 0
 130 0.140603977765331 0 0
 131 0.139573208943154 0 0
 132 0.138359815509114 0 0
 133 0.136806781659687 0 0
 134 0.135180996135032 0 0
 135 0.133376781368782 0 0
 136 0.131567720210771 0 0
 137 0.129864185455177 0 0
 138 0.128268733294216 0 0
 139 0.126801162170987 0 0
 140 0.12543790636404 0 0
 141 0.123960976826963 0 0
 142 0.122264142704274 0 0
 143 0.120274393927645 0 0
 144 0.118052502628237 0 0
 145 0.115362931424135 0 0
 146 0.112376993908577 0 0
 147 0.10906231436296 0 0
 148 0.105558387332952 0 0
 149 0.101998507086413 0 0
 150 0.0984685347406389 0 0
