[Spectrum]
Version            = 1
IDData             = DLAB_2023-07-10_10-37-34_703_434
IDDevice           = SAM_8483
IDDataType         = SPECTRUM
IDDataTypeSub1     = BACK
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2023-07-10 10:28:33
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Calibration Station
MethodName         = SAM Calibration Station_3
Mission            = 
MissionSub         = 0
RecordType         = 0

[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = 
IDDataCal = 
IntegrationTime = 8192
P31 = -1
P31e = 0
PathLength = +INF
RAWDynamic = 65535
Temperature = +NAN
Unit1 = $05 $00 Pixel 
Unit2 = $03 $05 Intensity counts
Unit3 = $03 $05 Intensity counts
Unit4 = $f1 $00 Status 
[END] of [Attributes]
[DATA]
 0 12 0 0
 1 0.0149507474659513 0.0235530113354684 0
 2 0.0147713583455111 0.0235683759154273 0
 3 0.0148445381760433 0.0236541850818 0
 4 0.0149276518294314 0.0233883135050346 0
 5 0.0149240345814214 0.0236389908741519 0
 6 0.0148789774060115 0.023396346140534 0
 7 0.0148684669381299 0.023762006315798 0
 8 0.0148817337866821 0.0236761114395845 0
 9 0.0149307878710931 0.0234902443258656 0
 10 0.0148935976692277 0.0236543186215722 0
 11 0.0148920060940614 0.0236231726080911 0
 12 0.014885107639893 0.0237601585792115 0
 13 0.0149241106532009 0.0233204201392358 0
 14 0.014902401581891 0.0236461646656262 0
 15 0.0149236003092674 0.023345119760237 0
 16 0.0149011001612415 0.0234543898571227 0
 17 0.014918182114221 0.0233446372714392 0
 18 0.0149107858784313 0.0234031358960622 0
 19 0.0149134257087608 0.0235754102320285 0
 20 0.014895173018074 0.0236617893426577 0
 21 0.0149399855773489 0.0236256505127529 0
 22 0.0148982916120799 0.0236675425502548 0
 23 0.0149280140427667 0.0232679203306537 0
 24 0.0149042142188569 0.0233771815248879 0
 25 0.0149322356775752 0.0235620929127863 0
 26 0.0149137275532069 0.0236894493571184 0
 27 0.0149296272530263 0.0235364127781898 0
 28 0.0149184398160978 0.0235240447259818 0
 29 0.0149343395159172 0.0234349365162697 0
 30 0.0149165795470315 0.0232821251220551 0
 31 0.0149349264550598 0.0235448839129151 0
 32 0.0149198490632605 0.0235037646604739 0
 33 0.0149452235381105 0.0235699131065827 0
 34 0.0149300866498047 0.0233710589445353 0
 35 0.0149556069870576 0.0234842640133748 0
 36 0.014907721546635 0.0234444932507901 0
 37 0.0149526267529625 0.0233672603053423 0
 38 0.0149370213950973 0.0235857566841035 0
 39 0.0149485907612122 0.0236931535583809 0
 40 0.0149402300190073 0.0234874703644017 0
 41 0.0149645953214432 0.0236143411778237 0
 42 0.0149361786733199 0.0235320569377514 0
 43 0.014955708357938 0.0233877329125088 0
 44 0.014953778821678 0.0237085727761812 0
 45 0.0149583328343304 0.0234351819501517 0
 46 0.014950894200737 0.0237756228339546 0
 47 0.0149678229632981 0.0236017194873294 0
 48 0.0149576209699719 0.0236433887839826 0
 49 0.0149770883664586 0.0235942115845819 0
 50 0.0149519661847122 0.0235615444396304 0
 51 0.0149850490339149 0.0233777905709861 0
 52 0.014938054819753 0.0235390797332742 0
 53 0.0149771504801134 0.0236164277149439 0
 54 0.0149655383672417 0.0234951889632342 0
 55 0.014980358929547 0.0237156533516577 0
 56 0.0149703055902485 0.0234913857854346 0
 57 0.0149915512518191 0.0238787240916124 0
 58 0.0149701312881666 0.0235228828426829 0
 59 0.014983506312185 0.0237334937415368 0
 60 0.0149705249072825 0.0234498517741716 0
 61 0.0149920273983471 0.0236874237420642 0
 62 0.0149742049668535 0.0234446550695728 0
 63 0.0149945039186179 0.023601965270335 0
 64 0.0149797812376619 0.0236485411498858 0
 65 0.0149966032205693 0.0236361109536792 0
 66 0.0149813447221023 0.023548322954813 0
 67 0.0150037110466078 0.0237477634699255 0
 68 0.014991692752308 0.0237140063611341 0
 69 0.0150056421531569 0.0235261384201356 0
 70 0.0149990704935825 0.0237568516805915 0
 71 0.0150131292912335 0.0235477425368489 0
 72 0.0149746367963357 0.0235066934582488 0
 73 0.0150016466399681 0.0236540761552408 0
 74 0.0149689539203501 0.0239022356450455 0
 75 0.0150096184739242 0.0233840995833344 0
 76 0.0150007365702392 0.0236383296340773 0
 77 0.0150107176762425 0.0235933663563768 0
 78 0.0149827968904983 0.0233281521793265 0
 79 0.0150003839531145 0.0237166343889384 0
 80 0.0149911780464605 0.0235259774741618 0
 81 0.015020351748371 0.0236171048401417 0
 82 0.0150025506030175 0.023649852632642 0
 83 0.0150164809859215 0.0237436696467394 0
 84 0.0149898070096641 0.0236002238418809 0
 85 0.0150232679495691 0.0236355811586353 0
 86 0.0149952588786863 0.0236785764266735 0
 87 0.0150236245796546 0.0232948396794236 0
 88 0.0149964017001443 0.0235018846299556 0
 89 0.0150083357222664 0.023909643698447 0
 90 0.0149924175279318 0.0237709124585131 0
 91 0.0150185293407179 0.0235045336051752 0
 92 0.0150006502043428 0.0237423288376019 0
 93 0.0150185459159909 0.0237343024863271 0
 94 0.0150108886632698 0.0235704931754232 0
 95 0.0150245667530702 0.0235201469356901 0
 96 0.015025121239573 0.0237859787123665 0
 97 0.0150257109703406 0.023562895373352 0
 98 0.0149852153100751 0.023808192747987 0
 99 0.0150098639624419 0.0235760454623958 0
