Nom de l'instrument : SAM_81D7
Fichier_calib_utilise: /Users/mdlemineahmedou/Documents/Stage/pipeline_LOG/data/calibration/ALL_2023/Cal_SAM_81D7.dat
Date : 2023-10-10
Heure : 10:13:12

l_onde		data
280			nan
281			nan
282			nan
283			nan
284			nan
285			nan
286			nan
287			nan
288			nan
289			nan
290			nan
291			nan
292			nan
293			nan
294			nan
295			nan
296			nan
297			nan
298			nan
299			nan
300			nan
301			nan
302			nan
303			nan
304			nan
305			nan
306			nan
307			nan
308			nan
309			nan
310			nan
311			nan
312			nan
313			nan
314			nan
315			nan
316			nan
317			nan
318			nan
319			0.16421756068916785
320			0.1767966202047162
321			0.19025438287122484
322			0.2043344520350788
323			0.21878043104266337
324			0.23333592324036373
325			0.24774453183573025
326			0.26169909610525816
327			0.27469785609258446
328			0.28619242881907525
329			0.2956845187431147
330			0.3032143380096729
331			0.3091498137514543
332			0.31386551016489483
333			0.31783431527224715
334			0.3216703237838782
335			0.32599854689899693
336			0.3311826110376952
337			0.33664417773074184
338			0.34159279130577586
339			0.34531398061459445
340			0.34785902137801
341			0.3497225760200307
342			0.35140041695659674
343			0.35319734898842176
344			0.3551555038251922
345			0.3572979144167151
346			0.3597030809013835
347			0.36264110898344326
348			0.3664234479268852
349			0.37129582769074915
350			0.37686878470331703
351			0.38239692942511716
352			0.3871392685821689
353			0.39070156284076313
354			0.3931540375517993
355			0.39459944311786394
356			0.39534815322668126
357			0.3964108094271095
358			0.3989455360020772
359			0.4040086348071889
360			0.41169244490170953
361			0.42155797181622506
362			0.4331562888903313
363			0.445860298104902
364			0.4588068147797397
365			0.47111640412108896
366			0.4819271305075117
367			0.4904356969788795
368			0.4958510751656121
369			0.4975625668133565
370			0.4966649076494401
371			0.49519208674868626
372			0.4951590493352431
373			0.4973974792863562
374			0.5011647742358479
375			0.5056092949274595
376			0.5098875890912307
377			0.5131839140132067
378			0.5146883835948981
379			0.5137419106679829
380			0.5111368735274772
381			0.5084762964526934
382			0.5073617230562608
383			0.5089529322504248
384			0.5138111638741129
385			0.5224550284989814
386			0.5349019496850815
387			0.5494289982230133
388			0.5639357354808736
389			0.5765388008429978
390			0.5875196873497921
391			0.5984031946389711
392			0.6107345710697176
393			0.6263194625997043
394			0.6473276370062615
395			0.6759559513076334
396			0.7134663243639797
397			0.7577400297047772
398			0.8058944845901361
399			0.85506613591945
400			0.9025915071948065
401			0.9459268253562672
402			0.9825589053936676
403			1.011466040594436
404			1.0338064699809848
405			1.0509113491570263
406			1.064167757822035
407			1.0751763233526617
408			1.0855886369717402
409			1.0969110691747124
410			1.1090124110711737
411			1.1207284970820723
412			1.1308874773256823
413			1.1388244386206268
414			1.1446583252066007
415			1.1485752889842953
416			1.150756416548083
417			1.1513620981877097
418			1.1505474390214137
419			1.148461223373502
420			1.1451744589909387
421			1.140705856257288
422			1.135072405241829
423			1.128237172875797
424			1.1200739980434904
425			1.1104483438879913
426			1.099528186968684
427			1.0888203590207972
428			1.0802019612197462
429			1.0754739312193573
430			1.0753960965415161
431			1.0799745009995505
432			1.0891926195372243
433			1.1025073025260517
434			1.1184325507779325
435			1.1353844181772004
436			1.151989787857767
437			1.167898006016906
438			1.183067945812652
439			1.1974812011313098
440			1.2114697113754342
441			1.2256410580029033
442			1.2406065721748443
443			1.2565176213172045
444			1.272625105853932
445			1.28807546353317
446			1.3021234683293028
447			1.3146060648158373
448			1.3255549063099346
449			1.3349990956021391
450			1.3429197215821185
451			1.3492564786235708
452			1.3539485950393528
453			1.3570996523372356
454			1.3591686640622767
455			1.3606610377471255
456			1.3620093906678499
457			1.3632081686133541
458			1.364088646521763
459			1.3644835163771192
460			1.364261155747773
461			1.363323913836764
462			1.361575748066249
463			1.3590011146434404
464			1.3557786889118812
465			1.352115850785214
466			1.3482304909283518
467			1.3444121548734242
468			1.340980288811235
469			1.3382487280107875
470			1.3363854560439685
471			1.3354040569138708
472			1.3353105499864353
473			1.3360190778211507
474			1.3371941103578042
475			1.3384581097456867
476			1.3394175819043317
477			1.3395544475853176
478			1.338292071775125
479			1.335065467444727
480			1.329691994073226
481			1.3224420743513052
482			1.3136124649973746
483			1.3036471753889156
484			1.2934450103442734
485			1.2839923033481127
486			1.2762292579526298
487			1.270678628481983
488			1.267641274567358
489			1.26739995517841
490			1.269573943445035
491			1.2728969935780674
492			1.2760412553360472
493			1.2779138469429394
494			1.2782534841966375
495			1.2769827686028665
496			1.2740243016673518
497			1.2693006848958173
498			1.262734519793988
499			nan
500			nan
