Nom de l'instrument : SAM_8172
Fichier_calib_utilise: /Users/mdlemineahmedou/Documents/Stage/pipeline_LOG/data/calibration/ALL_2023/Cal_SAM_8172.dat
Date : 2023-10-10
Heure : 10:38:24
InclX : -10.27
InclY : -1.5
Pressure : 1.07487625323968
Comment : 

l_onde		data
280			nan
281			nan
282			nan
283			nan
284			nan
285			nan
286			nan
287			nan
288			nan
289			nan
290			nan
291			nan
292			nan
293			nan
294			nan
295			nan
296			nan
297			nan
298			nan
299			nan
300			nan
301			nan
302			nan
303			nan
304			nan
305			nan
306			nan
307			nan
308			nan
309			nan
310			nan
311			nan
312			nan
313			nan
314			nan
315			nan
316			nan
317			0.2890637573805088
318			0.37927835207887806
319			0.39044700546412514
320			0.3493697681608818
321			0.28284669079377894
322			0.21767782398744795
323			0.18066321836652022
324			0.19801448251566967
325			0.2680619277439384
326			0.3497216393854944
327			0.39892855668168525
328			0.38580546175143854
329			0.33063797995278765
330			0.2647926468460589
331			0.21742150548097447
332			0.19587738847624808
333			0.1951204427502644
334			0.2099343121410859
335			0.23367879345339618
336			0.25779171932738465
337			0.27357551131524543
338			0.27613759958867573
339			0.27344188879482206
340			0.276164902493444
341			0.29325642856414336
342			0.3174104629433518
343			0.33240086895554943
344			0.3223549879838097
345			0.2890972850987682
346			0.25766730563771273
347			0.2546765543870688
348			0.2959232049186093
349			0.36160095795653807
350			0.4245861171625019
351			0.4604139300363406
352			0.46909663028953125
353			0.46383837897071534
354			0.45782461138784203
355			0.4585687628178337
356			0.4662318828070568
357			0.4804853054611923
358			0.5013007764905397
359			0.5296319179210092
360			0.5666326323601982
361			0.6131442466813368
362			0.6671354148825034
363			0.7250286195849365
364			0.7832253249694482
365			0.8378890127118994
366			0.8848734739290716
367			0.9200124582347033
368			0.9423686797342679
369			0.9616657995055401
370			0.9898246213243853
371			1.0373180694780808
372			1.1010706043146066
373			1.1706080263847458
374			1.2355393020414223
375			1.2919149247424955
376			1.3443277681863663
377			1.3979591335871455
378			1.455318270279734
379			1.5098531256996857
380			1.5530927125847855
381			1.5782891970235962
382			1.595425589979883
383			1.623893772048963
384			1.6828495316956864
385			1.77644406042303
386			1.888259804022852
387			2.000390841226133
388			2.099051640706728
389			2.1850370878329555
390			2.262365600761981
391			2.335632592474001
392			2.4153546052429924
393			2.515525223226596
394			2.6500404648562403
395			2.8258049055857355
396			3.0396810725106467
397			3.287754278161312
398			3.564003805039729
399			3.8545147092333565
400			4.143522729311675
401			4.415764540819608
402			4.661510121808981
403			4.87446623659845
404			5.0485839920699656
405			5.188878531693355
406			5.317232049823526
407			5.456945180535113
408			5.625581581525188
409			5.817601189574935
410			6.021648793255135
411			6.226988727994704
412			6.430388703382482
413			6.633604255118602
414			6.838461696292405
415			7.045442868746217
416			7.252827207669829
417			7.458690136506538
418			7.662139394025688
419			7.8668082641432
420			8.077569814680484
421			8.298527194103212
422			8.523362548096046
423			8.738263620196166
424			8.929378480436435
425			9.09412469735235
426			9.249992797017898
427			9.416545052129566
428			9.612087399795964
429			9.84885517354892
430			10.13725256794109
431			10.486991672379137
432			10.897107946584594
433			11.35824778132188
434			11.860835638679761
435			12.395786751738576
436			12.954977779993582
437			13.530397008569517
438			14.116911213092374
439			14.724903617444435
440			15.369962491289503
441			16.066950452690932
442			16.817603282592717
443			17.61228550853334
444			18.440985427990174
445			19.293660596139667
446			20.160201589316305
447			21.03049016575287
448			21.894692107827154
449			22.744701670464323
450			23.573063340951038
451			24.37255383956381
452			25.140920203036767
453			25.88069586826505
454			26.594614292763694
455			27.287354774519496
456			27.968363004710234
457			28.6478010593834
458			29.334116186716027
459			30.023830345886505
460			30.708399953779026
461			31.379442790029355
462			32.03333796657404
463			32.671601369096436
464			33.296010728360066
465			33.91353577370668
466			34.5455967720573
467			35.216108036033866
468			35.94677260625826
469			36.7414969493628
470			37.59560435544663
471			38.5042877115987
472			39.460205804955535
473			40.452932118204984
474			41.47185230012401
475			42.50293660259723
476			43.521245252228375
477			44.49966467067638
478			45.41165744620424
479			46.23612649279036
480			46.954967141859285
481			47.550582815162095
482			48.0268408727423
483			48.41730803037306
484			48.757729800071274
485			49.08516625782639
486			49.441540815019486
487			49.8699012988526
488			50.40872386220971
489			51.04506462710218
490			51.73360695418725
491			52.42867227038297
492			53.09365762797095
493			53.70633008057452
494			54.24572888930968
495			54.690893315292485
496			55.02086261963894
497			55.21467606346509
498			nan
499			nan
500			nan
