Nom de l'instrument : SAM_877D
Fichier_calib_utilise: /Users/mdlemineahmedou/Documents/Stage/pipeline_LOG/data/calibration/ALL_2023/Cal_SAM_877d.dat
Date : 2023-10-10
Heure : 11:32:27

l_onde		data
280			0.19929827082826732
281			0.24193017704797617
282			0.2880341578759806
283			0.2972309368494415
284			0.265911924889315
285			0.24562381036193728
286			0.2678636124995046
287			0.3088954295192834
288			0.34262236395965145
289			0.3606640819223076
290			0.3619039239697285
291			0.3636835292175931
292			0.3840761313367103
293			0.3957440367838719
294			0.35460207054904297
295			0.301662721359264
296			0.33667561292203846
297			0.4419621491249268
298			0.4729407549727347
299			0.39439712753371803
300			0.35415216285326495
301			0.4300318921861182
302			0.49721182795361324
303			0.45567333977372404
304			0.39768426422928416
305			0.4303438531403947
306			0.50688175856562
307			0.5394883805977544
308			0.5392383527753271
309			0.5648262825478169
310			0.6332958125440548
311			0.7299854724021028
312			0.8332393642096657
313			0.9151880554613353
314			0.9815149471906617
315			1.0910093310133124
316			1.2656048986634332
317			1.4312606667466337
318			1.5360262155892277
319			1.6516052792571927
320			1.8519921463295177
321			2.0814908274788575
322			2.2589028483391305
323			2.443898938737699
324			2.7545182911951125
325			3.167424947158518
326			3.5617393428287643
327			3.8985291888063576
328			4.224365138557385
329			4.557787739628498
330			4.87044502537804
331			5.142341679205235
332			5.379360264740926
333			5.600316765354521
334			5.854418871047476
335			6.177290183666091
336			6.511320042408076
337			6.788943277331896
338			7.07141743463623
339			7.4646329393527004
340			7.9352354348892025
341			8.365539370477697
342			8.730627026742445
343			9.090477868912139
344			9.466308117305624
345			9.825335964970433
346			10.17327064227276
347			10.59405885455689
348			11.1431245537125
349			11.775643359554167
350			12.440890333688756
351			13.131857978199173
352			13.836725546238346
353			14.448874466209622
354			14.846043416653798
355			15.08618837084854
356			15.319101613792732
357			15.61655969286785
358			15.991200019945497
359			16.49201993897511
360			17.207737625145846
361			18.154466578368478
362			19.234424389566136
363			20.373451607991278
364			21.56990921536201
365			22.80687423758635
366			23.98861838938457
367			25.01006054500876
368			25.795266805276643
369			26.290325927219293
370			26.535378796753978
371			26.61614305293181
372			26.67828862695897
373			26.901097902098513
374			27.418133961084795
375			28.317244439529958
376			29.480891874353073
377			30.550210079557413
378			31.25994298223551
379			31.524765365289856
380			31.344865877483976
381			30.882489923704384
382			30.358580360389062
383			30.114613180457457
384			30.44236742561952
385			31.257071185929817
386			32.36981624153884
387			33.68844271931661
388			35.14806443768516
389			36.503634253025545
390			37.413790512354275
391			37.8529277183071
392			38.075154871083214
393			38.39699538144646
394			39.198364897669066
395			40.79874314427249
396			43.40875083198963
397			47.04974737375991
398			51.31993018843305
399			55.74779069704396
400			59.83300669899094
401			63.167925761183014
402			65.82696979656487
403			68.00774181913512
404			69.73919318757514
405			71.00071213830175
406			72.02349237852715
407			73.17579327453632
408			74.56241752660733
409			76.0684793056734
410			77.63401642342451
411			79.26913607217718
412			80.95268517873295
413			82.60825903812143
414			84.14696603539164
415			85.46328663349257
416			86.52101475477203
417			87.50334311044038
418			88.58118783026704
419			89.68833281653616
420			90.71971903297435
421			91.73326534828674
422			92.82331629720112
423			93.83954971294371
424			94.51490059236258
425			94.79150869487715
426			94.76784579749724
427			94.57253194504129
428			94.36435505314935
429			94.45814548059303
430			95.37687010708434
431			97.40877810902994
432			100.37840554787306
433			103.97389679306158
434			107.66283543400239
435			111.00419933989161
436			114.01070824133545
437			116.80806445760321
438			119.57820972182998
439			122.51244399152344
440			125.74101739059401
441			129.3420986819842
442			133.12668347233
443			136.76342779468916
444			140.21642231434058
445			143.68776493867043
446			147.28168491303566
447			150.98610446218333
448			154.68821560212066
449			158.13649023867814
450			161.14358878768581
451			163.6718139669906
452			165.76326988983067
453			167.6291589527499
454			169.4738394745579
455			171.36822256277492
456			173.3428280753639
457			175.381305713202
458			177.44914925243438
459			179.49126628459229
460			181.44270856403813
461			183.23216800417953
462			184.78761213045743
463			186.08770542815816
464			187.154329002721
465			188.06228434532593
466			188.94257334283546
467			189.94402448730926
468			191.23621052921706
469			192.88928247519152
470			194.7792145812102
471			196.79469351432326
472			198.9146444602397
473			201.12224529312653
474			203.36437543197349
475			205.59817078272522
476			207.87047405651953
477			210.22552441480985
478			212.5037348295359
479			214.46593008375322
480			215.92227095366152
481			216.71280900370766
482			216.70932606868243
483			215.8251871465362
484			214.3758787148355
485			213.06172895499657
486			212.39463667608396
487			212.62285014341597
488			213.788136335681
489			215.6133985075395
490			217.7860062712091
491			219.98233514718103
492			221.953603439376
493			223.68031616739205
494			225.14874344641885
495			226.19396478952967
496			226.6505453187724
497			226.563767890593
498			226.0515582405629
499			225.23191002597224
500			nan
